CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,word_count,negative_score,positive_score,polarity_point,Avg_sent_lenght,complex_word_count,percentage_of_complex_words,uncertainty_score,constraining_score,fog_index,positive_word_proportion,negative_word_proportion,uncertainity_word_proportion,constraining_word_proportion,constraining_words_whole_report
5588,AMERICAN PAD & PAPER CO,199811,1998-11-16,10-Q/A,https://www.sec.gov/Archives/edgar/data/5588/0000005588-98-000010.txt,411,2,2,0.0,68.5,128,0.31143552311435524,2,5,27.524574209245742,0.004866180048661801,0.004866180048661801,0.004866180048661801,0.012165450121654502,7.572627556367611e-07
5907,AT&T CORP,199908,1999-08-13,10-Q,https://www.sec.gov/Archives/edgar/data/5907/0000005907-99-000027.txt,26911,239,437,-0.29289940785074053,21.007806401249024,10303,0.38285459477537065,314,185,8.556264398409757,0.008881126676823604,0.016238712794024748,0.01166809111515737,0.006874512281223291,2.801872195856016e-05
5907,AT&T CORP,199911,1999-11-15,10-Q,https://www.sec.gov/Archives/edgar/data/5907/0000005907-99-000037.txt,27246,259,437,-0.25574712606932887,21.08823529411765,10753,0.39466343683476474,324,181,8.593159492380966,0.00950598252954562,0.01603905160390516,0.011891653820744329,0.006643176980107171,2.741291175405075e-05
5907,AT&T CORP,200003,2000-03-27,10-K,https://www.sec.gov/Archives/edgar/data/5907/0000005907-00-000014.txt,52011,588,671,-0.06592533751713635,16.386578449905482,22204,0.4269096921805003,682,505,6.7253952568343935,0.011305300801753475,0.012901117071388744,0.013112610793870527,0.009709484532118206,7.648353831931287e-05
5907,AT&T CORP,200005,2000-05-15,10-Q,https://www.sec.gov/Archives/edgar/data/5907/0000005907-00-000025.txt,11253,112,166,-0.19424460361782517,19.81161971830986,4589,0.407802363814094,136,63,8.087768832849582,0.009952901448502622,0.014751621789744956,0.012085666044610326,0.005598507064782724,9.541510721023189e-06
5907,AT&T CORP,200008,2000-08-14,10-Q,https://www.sec.gov/Archives/edgar/data/5907/0000005907-00-000031.txt,18977,190,237,-0.11007025735346544,18.882587064676617,7845,0.4133951625652105,218,96,7.71839289089673,0.010012119934657743,0.012488802234283607,0.011487590240817832,0.005058755335406018,1.4539444908225811e-05
5907,AT&T CORP,200011,2000-11-14,10-Q,https://www.sec.gov/Archives/edgar/data/5907/0000005907-00-000038.txt,21786,207,314,-0.20537427983613382,18.494057724957557,9428,0.43275498026255393,282,112,7.570725082088045,0.009501514734232993,0.014412925732121546,0.012944092536491324,0.005140916184705775,1.696268572626345e-05
5907,AT&T CORP,200101,2001-01-26,10-K/A,https://www.sec.gov/Archives/edgar/data/5907/0000005907-01-000002.txt,18717,254,422,-0.24852070969153742,15.1677471636953,8228,0.4396003633060854,261,113,6.242939010800555,0.01357055083613827,0.022546348239568307,0.013944542394614522,0.006037292301116632,1.7114138277390798e-05
5907,AT&T CORP,200104,2001-04-02,10-K405,https://www.sec.gov/Archives/edgar/data/5907/0000005907-01-000012.txt,113860,1231,2206,-0.2836776257539489,19.327788151417415,48798,0.42857895661338485,1805,1043,7.9025468432123205,0.010811522922887756,0.01937467064816441,0.0158528016862814,0.009160372387142105,0.00015796501082582836
5907,AT&T CORP,200104,2001-04-17,10-K405/A,https://www.sec.gov/Archives/edgar/data/5907/0000005907-01-000015.txt,114554,1231,2217,-0.28596287694722655,19.31444950261339,49074,0.4283918501318156,1824,1045,7.8971365410980825,0.01074602370934232,0.0193533180857936,0.015922621645686752,0.009122335317841367,0.00015826791592808305
5907,AT&T CORP,200105,2001-05-15,10-Q,https://www.sec.gov/Archives/edgar/data/5907/0000950123-01-502538.txt,23835,209,460,-0.3751868454780466,19.362307067424858,10137,0.4252989301447451,338,173,7.915042399027842,0.008768617579190266,0.019299349695825467,0.014180826515628278,0.007258233689951751,2.6201291345031934e-05
5907,AT&T CORP,200107,2001-07-03,10-Q/A,https://www.sec.gov/Archives/edgar/data/5907/0000950123-01-504075.txt,24009,211,468,-0.3784977903114907,19.647299509001638,10211,0.4252988462659836,336,174,8.02903934210705,0.008788371027531343,0.019492690241159565,0.013994751968011995,0.007247282269149069,2.6352743896159283e-05
5907,AT&T CORP,200108,2001-08-10,10-Q/A,https://www.sec.gov/Archives/edgar/data/5907/0000950123-01-505366.txt,16603,150,374,-0.4274809152147311,19.812649164677804,7129,0.4293802324881046,243,101,8.096811758866364,0.009034511835210503,0.022526049509124856,0.014635909173041016,0.006083237969041739,1.5296707663862572e-05
5907,AT&T CORP,200108,2001-08-14,10-Q,https://www.sec.gov/Archives/edgar/data/5907/0000950123-01-505598.txt,14445,150,465,-0.512195121118382,19.653061224489797,6163,0.4266528210453444,221,87,8.031885618214057,0.010384215991692628,0.032191069574247146,0.015299411561093804,0.0060228452751817235,1.3176371948079641e-05
6071,AMES DEPARTMENT STORES INC,199809,1998-09-02,10-Q,https://www.sec.gov/Archives/edgar/data/6071/0000006071-98-000023.txt,2703,14,23,-0.24324323666910172,21.624,1047,0.3873473917869034,20,16,8.804538956714762,0.005179430262671106,0.008509064002959674,0.007399186089530152,0.0059193488716241215,2.4232408180376354e-06
6071,AMES DEPARTMENT STORES INC,199812,1998-12-10,10-Q,https://www.sec.gov/Archives/edgar/data/6071/0000006071-98-000026.txt,3115,15,31,-0.34782607939508525,21.482758620689655,1231,0.39518459069020867,22,20,8.751177284551947,0.004815409309791332,0.009951845906902087,0.007062600321027288,0.006420545746388443,3.0290510225470443e-06
6071,AMES DEPARTMENT STORES INC,199904,1999-04-05,10-K,https://www.sec.gov/Archives/edgar/data/6071/0000889812-99-001116.txt,18934,189,388,-0.3448873477558278,17.29132420091324,7666,0.4048801098552868,249,106,7.078481724307412,0.00998204288581388,0.02049223618886659,0.013150945389246858,0.005598394422731594,1.6053970419499336e-05
6071,AMES DEPARTMENT STORES INC,199906,1999-06-15,10-Q,https://www.sec.gov/Archives/edgar/data/6071/0000006071-99-000013.txt,3644,20,65,-0.5294117584775088,19.486631016042782,1341,0.36800219538968165,105,26,7.941853284572986,0.005488474204171241,0.01783754116355653,0.028814489571899013,0.007135016465422613,3.9377663293111575e-06
6071,AMES DEPARTMENT STORES INC,199909,1999-09-14,10-Q,https://www.sec.gov/Archives/edgar/data/6071/0000006071-99-000015.txt,8326,64,175,-0.46443514450027135,18.02164502164502,3608,0.433341340379534,148,67,7.381994544809823,0.007686764352630314,0.021018496276723517,0.017775642565457602,0.00804708143165986,1.0147320925532598e-05
6071,AMES DEPARTMENT STORES INC,199912,1999-12-14,10-Q,https://www.sec.gov/Archives/edgar/data/6071/0000006071-99-000017.txt,5431,36,81,-0.38461538132807366,19.966911764705884,2119,0.3901675566194071,47,31,8.142831728530117,0.006628613515006445,0.0149143804087645,0.008654023200147302,0.005707972749033327,4.695029084947919e-06
6071,AMES DEPARTMENT STORES INC,200004,2000-04-11,10-K,https://www.sec.gov/Archives/edgar/data/6071/0000006071-00-000002.txt,15779,178,317,-0.28080808024079174,16.351295336787565,6351,0.4024969896698143,202,97,6.701516930582952,0.011280816274795614,0.020089993028709043,0.012801825210723114,0.006147411116040307,1.4690897459353164e-05
6071,AMES DEPARTMENT STORES INC,200006,2000-06-13,10-Q,https://www.sec.gov/Archives/edgar/data/6071/0000006071-00-000011.txt,3419,18,62,-0.5499999931250001,18.683060109289617,1252,0.3661889441357122,74,25,7.619699621370131,0.005264697279906405,0.018133957297455396,0.021643755484059668,0.007312079555425563,3.786313778183805e-06
6201,AMR CORP,199908,1999-08-16,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-99-000023.txt,6174,31,185,-0.7129629596622086,18.823170731707318,2583,0.41836734693877553,95,41,7.696615231458438,0.005021056041464205,0.029964366699060576,0.015387107223841918,0.006640751538710722,6.2095545962214405e-06
6201,AMR CORP,199911,1999-11-05,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-99-000028.txt,6101,32,167,-0.6783919563899902,18.830246913580247,2628,0.4307490575315522,100,42,7.70439838844472,0.005245041796426815,0.027372561875102442,0.016390755613833796,0.006884117357810195,6.3610071473487924e-06
6201,AMR CORP,200003,2000-03-27,10-K405,https://www.sec.gov/Archives/edgar/data/6201/0000950134-00-002454.txt,38360,366,989,-0.45977859744665783,20.4368673415024,17296,0.4508863399374348,634,406,8.355101472575933,0.00954118873826903,0.02578206465067779,0.016527632950990617,0.010583941605839416,6.1489735757705e-05
6201,AMR CORP,200005,2000-05-11,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-00-000009.txt,3728,21,129,-0.7199999952,19.117948717948718,1532,0.41094420600858367,52,36,7.811557169582921,0.005633047210300429,0.03460300429184549,0.013948497854077254,0.009656652360515022,5.452291840584679e-06
6201,AMR CORP,200007,2000-07-28,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000950134-00-006067.txt,4541,34,138,-0.604651159275284,18.164,1845,0.4062981722087646,67,34,7.428119268883506,0.007487337590839022,0.03038978198634662,0.01475445937018278,0.007487337590839022,5.149386738329975e-06
6201,AMR CORP,200010,2000-10-26,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-00-000017.txt,4509,35,156,-0.6335078500863464,18.945378151260503,1895,0.4202705699711688,71,34,7.746259488492669,0.007762253271235307,0.034597471723220224,0.015746285207363053,0.00754047460634287,5.149386738329975e-06
6201,AMR CORP,200103,2001-03-22,10-K405,https://www.sec.gov/Archives/edgar/data/6201/0000950134-01-002483.txt,89841,793,2967,-0.5781914892079278,22.977237851662405,39684,0.44171369419307444,1171,1498,9.367580618342192,0.008826704956534322,0.033025010852506094,0.013034138088400619,0.0166739016707294,0.0002268759215887736
6201,AMR CORP,200104,2001-04-24,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000950134-01-500665.txt,4260,28,121,-0.6241610696365029,18.52173913043478,1780,0.41784037558685444,77,44,7.575831802408655,0.006572769953051643,0.0284037558685446,0.01807511737089202,0.010328638497652582,6.663912249603497e-06
6201,AMR CORP,200108,2001-08-13,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-01-500032.txt,5609,29,153,-0.6813186775751721,19.611888111888113,2315,0.41272954180780885,116,45,8.00984706147837,0.005170262078801925,0.02727758958816188,0.0206810483152077,0.008022820467106437,6.815364800730849e-06
6201,AMR CORP,200110,2001-10-25,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-01-500047.txt,7377,40,228,-0.7014925346959234,19.830645161290324,3261,0.44204961366409107,167,77,8.109077909981767,0.005422258370611359,0.03090687271248475,0.022637928697302426,0.010437847363426867,1.166184643680612e-05
6201,AMR CORP,200202,2002-02-28,10-K405,https://www.sec.gov/Archives/edgar/data/6201/0000950134-02-001661.txt,20604,197,499,-0.4339080453535804,17.655526992287918,9054,0.4394292370413512,432,233,7.237982491731708,0.009561250242671326,0.024218598330421278,0.020966802562609202,0.011308483789555426,3.528844441267306e-05
6201,AMR CORP,200204,2002-04-18,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-02-000015.txt,3822,17,117,-0.7462686511472489,18.64390243902439,1552,0.4060701203558346,67,40,7.61998902375209,0.004447933019361591,0.030612244897959183,0.017530088958660386,0.010465724751439037,6.058102045094089e-06
6201,AMR CORP,200207,2002-07-19,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-02-000035.txt,14627,82,376,-0.6419213959783375,17.00813953488372,6208,0.42442059205578725,249,117,6.973024050775805,0.005606070964654406,0.025705886374512887,0.017023313051206673,0.007998906132494701,1.771994848190021e-05
6201,AMR CORP,200210,2002-10-18,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-02-000052.txt,8554,70,281,-0.6011395994269527,19.22247191011236,3712,0.4339490296937105,134,89,7.862568375922429,0.008183306055646482,0.032850128594809444,0.015665185877951834,0.010404489127893383,1.3479277050334347e-05
6201,AMR CORP,200210,2002-10-18,10-Q/A,https://www.sec.gov/Archives/edgar/data/6201/0000950134-02-012680.txt,4705,24,138,-0.7037036993598538,18.523622047244096,1947,0.41381509032943675,72,44,7.574974855029414,0.005100956429330499,0.02933049946865037,0.015302869287991499,0.009351753453772583,6.663912249603497e-06
6201,AMR CORP,200210,2002-10-18,10-Q/A,https://www.sec.gov/Archives/edgar/data/6201/0000950134-02-012682.txt,6448,30,193,-0.7309417007581089,17.91111111111111,2620,0.4063275434243176,88,56,7.326975461814172,0.004652605459057072,0.029931761786600498,0.013647642679900745,0.008684863523573201,8.481342863131724e-06
6201,AMR CORP,200304,2003-04-01,NT 10-K,https://www.sec.gov/Archives/edgar/data/6201/0000006201-03-000012.txt,664,2,14,-0.7499999531250029,25.53846153846154,217,0.32680722891566266,8,3,10.346107506950881,0.0030120481927710845,0.02108433734939759,0.012048192771084338,0.004518072289156626,4.543576533820566e-07
6201,AMR CORP,200304,2003-04-15,10-K,https://www.sec.gov/Archives/edgar/data/6201/0001047469-03-013301.txt,65964,800,1769,-0.37718956777843926,18.00819000819001,29919,0.45356558122612334,1092,802,7.384702235766453,0.012127827299739252,0.02681765811654842,0.01655448426414408,0.0121581468679886,0.00012146494600413648
6201,AMR CORP,200305,2003-05-15,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-03-000030.txt,9105,66,294,-0.6333333315740741,17.923228346456693,3788,0.4160351455244371,153,114,7.335705396792452,0.007248764415156508,0.03228995057660626,0.016803953871499175,0.012520593080724876,1.726559082851815e-05
6201,AMR CORP,200307,2003-07-18,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-03-000045.txt,11327,109,360,-0.5351812355326626,18.941471571906355,4841,0.42738589211618255,199,162,7.747542985609015,0.009623024631411672,0.03178246667255231,0.01756864129954975,0.01430211000264854,2.4535313282631057e-05
6201,AMR CORP,200810,2008-10-16,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-08-000060.txt,19554,147,774,-0.680781758218478,18.36056338028169,9795,0.5009205277692543,331,284,7.544593563220378,0.007517643448910709,0.03958269407793802,0.016927482867955406,0.01452388258156899,4.301252452016803e-05
6201,AMR CORP,200902,2009-02-19,10-K,https://www.sec.gov/Archives/edgar/data/6201/0000006201-09-000009.txt,89904,869,2886,-0.5371504659022236,15.069393228293665,44470,0.49463872575191314,1108,1052,6.225612781618231,0.00966586581242214,0.032100907634810466,0.012324256985228689,0.011701370350596192,0.00015932808378597453
6201,AMR CORP,200904,2009-04-16,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-09-000016.txt,8463,88,405,-0.6430020270933022,20.39277108433735,3598,0.4251447477253929,188,114,8.327166332825099,0.010398203946591043,0.0478553704360156,0.022214344794989956,0.01347040056717476,1.726559082851815e-05
6201,AMR CORP,200907,2009-07-15,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-09-000029.txt,24551,244,983,-0.6022819880991996,20.173377156943303,11084,0.45146837196040895,496,391,8.249938211561485,0.009938495376970388,0.040039102276893,0.02020284306138243,0.015926031526210745,5.921794749079471e-05
6201,AMR CORP,200910,2009-10-21,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-09-000038.txt,13735,154,616,-0.5999999992207792,19.345070422535212,6199,0.4513287222424463,330,183,7.918559657911064,0.011212231525300327,0.04484892610120131,0.024026210411357846,0.01332362577357117,2.7715816856305454e-05
6201,AMR CORP,200911,2009-11-06,10-Q/A,https://www.sec.gov/Archives/edgar/data/6201/0000006201-09-000040.txt,2287,6,78,-0.8571428469387756,20.419642857142858,1219,0.5330126803672934,17,30,8.38106221500406,0.0026235242675994755,0.034105815478793176,0.007433318758198513,0.013117621337997376,4.543576533820566e-06
6201,AMR CORP,201002,2010-02-17,10-K,https://www.sec.gov/Archives/edgar/data/6201/0000006201-10-000006.txt,45670,383,1710,-0.6340181554543631,17.58567577974586,22488,0.4924020144514999,701,443,7.231231117678944,0.008386249178892052,0.03744252244361725,0.015349244580687541,0.009700021896211955,6.709348014941703e-05
6201,AMR CORP,201004,2010-04-21,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000006201-10-000013.txt,8321,92,379,-0.6093418246086161,20.14769975786925,3591,0.4315587068861916,157,98,8.231703385902177,0.01105636341785843,0.04554741016704723,0.018867924528301886,0.011777430597283981,1.4842350010480517e-05
6201,AMR CORP,201007,2010-07-21,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000950123-10-066894.txt,184424,194,4510,-0.9175170066076707,46.16370463078849,29181,0.15822777946471175,400,303,18.52877296410128,0.0010519238277013837,0.024454517850171345,0.002168915108662647,0.0016429531948119551,4.589012299158772e-05
6201,AMR CORP,201010,2010-10-20,10-Q,https://www.sec.gov/Archives/edgar/data/6201/0000950123-10-094605.txt,67746,189,4347,-0.9166666664645796,42.209345794392526,11735,0.17322055914740353,333,270,16.953026541415973,0.002789832610043397,0.06416615003099814,0.004915419360552653,0.003985475157204854,4.08921888043851e-05
6260,ANACOMP INC,199402,1994-02-14,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-94-000014.txt,1994,10,13,-0.1304347769376184,2.3681710213776723,837,0.4197592778335005,11,7,1.1151721196844693,0.0050150451354062184,0.006519558676028084,0.005516549648946841,0.003510531594784353,1.0601678578914655e-06
6260,ANACOMP INC,199405,1994-05-12,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-94-000016.txt,1951,10,13,-0.1304347769376184,2.311611374407583,763,0.3910814966683752,15,7,1.0810771484303832,0.005125576627370579,0.006663249615581753,0.007688364941055869,0.0035879036391594054,1.0601678578914655e-06
6260,ANACOMP INC,199712,1997-12-29,10-K,https://www.sec.gov/Archives/edgar/data/6260/0000006260-97-000011.txt,18208,181,441,-0.41800643019613115,18.281124497991968,8178,0.4491432337434095,240,168,7.492107092694152,0.009940685413005272,0.0242201230228471,0.013181019332161687,0.00922671353251318,2.544402858939517e-05
6260,ANACOMP INC,199802,1998-02-17,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-98-000001.txt,5251,38,164,-0.6237623731496912,18.23263888888889,2487,0.4736240716054085,38,56,7.482505184197719,0.007236716815844601,0.031232146257855645,0.007236716815844601,0.010664635307560465,8.481342863131724e-06
6260,ANACOMP INC,199805,1998-05-13,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-98-000003.txt,3123,34,61,-0.28421052332409974,18.813253012048193,1114,0.3567082933077169,33,26,7.667984522142364,0.010886967659301952,0.019532500800512328,0.010566762728146013,0.008325328210054436,3.9377663293111575e-06
6260,ANACOMP INC,199808,1998-08-14,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000914121-98-000672.txt,4138,35,107,-0.5070422499504067,19.246511627906976,1541,0.3724021266312228,48,40,7.8475655018152795,0.008458192363460609,0.025857902368293863,0.011599806669888834,0.009666505558240696,6.058102045094089e-06
6260,ANACOMP INC,199812,1998-12-29,10-K405,https://www.sec.gov/Archives/edgar/data/6260/0001047469-98-045227.txt,16894,178,347,-0.32190476129161,17.653082549634274,7318,0.43317154019178405,254,137,7.234501635930423,0.010536285071623061,0.020539836628388777,0.015034923641529536,0.008109387948384042,2.0748999504447254e-05
6260,ANACOMP INC,199902,1999-02-11,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-99-000005.txt,3192,20,63,-0.5180722829147918,17.635359116022098,1328,0.41604010025062654,66,26,7.22055968650909,0.006265664160401002,0.019736842105263157,0.020676691729323307,0.008145363408521303,3.9377663293111575e-06
6260,ANACOMP INC,199905,1999-05-17,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-99-000007.txt,8714,73,225,-0.5100671123823252,18.30672268907563,3717,0.42655496901537754,198,74,7.493311063236404,0.008377323846683498,0.02582051870553133,0.02272205646086757,0.008492081707596971,1.1207488783424064e-05
6260,ANACOMP INC,199908,1999-08-13,10-Q,https://www.sec.gov/Archives/edgar/data/6260/0000006260-99-000010.txt,4487,36,150,-0.612903222511273,17.324324324324323,1786,0.3980387786940049,79,29,7.088945241207331,0.008023178069979943,0.033429908624916425,0.017606418542455985,0.006463115667483842,4.392123982693214e-06
11860,BETHLEHEM STEEL CORP /DE/,199811,1998-11-12,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-98-000022.txt,6591,101,243,-0.41279069647444566,22.19191919191919,2768,0.4199666211500531,67,36,9.044754325227698,0.015323926566530116,0.036868456986800184,0.010165377029282354,0.005461993627674101,5.452291840584679e-06
11860,BETHLEHEM STEEL CORP /DE/,199903,1999-03-24,10-K405,https://www.sec.gov/Archives/edgar/data/11860/0001021408-99-000543.txt,48945,423,1022,-0.41453287168544434,22.89289055191768,19747,0.4034528552456839,547,391,9.318537362865348,0.00864235366227398,0.020880580243130043,0.011175809582184084,0.007988558586168149,5.921794749079471e-05
11860,BETHLEHEM STEEL CORP /DE/,199905,1999-05-14,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000025.txt,2259,15,48,-0.523809515495087,8.335793357933579,883,0.39088092076139885,32,8,3.490669711477991,0.006640106241699867,0.021248339973439574,0.01416555998229305,0.0035413899955732625,1.2116204090188177e-06
11860,BETHLEHEM STEEL CORP /DE/,199906,1999-06-29,10-K/A,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000030.txt,2721,22,16,0.15789473268698073,22.30327868852459,1136,0.4174935685409776,31,14,9.088308902826226,0.00808526277104006,0.005880191106210952,0.01139287026828372,0.005145167217934583,2.120335715782931e-06
11860,BETHLEHEM STEEL CORP /DE/,199908,1999-08-05,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000035.txt,2538,22,68,-0.5111111054320988,10.708860759493671,1043,0.41095350669818753,40,11,4.447925706476744,0.008668242710795903,0.026792750197005517,0.015760441292356184,0.004334121355397951,1.6659780624008743e-06
11860,BETHLEHEM STEEL CORP /DE/,199911,1999-11-02,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-99-000042.txt,10624,73,254,-0.5535168178791534,15.155492154065621,4715,0.44380647590361444,211,86,6.239719451987694,0.006871234939759036,0.02390813253012048,0.019860692771084338,0.00809487951807229,1.302491939695229e-05
11860,BETHLEHEM STEEL CORP /DE/,200003,2000-03-09,10-K,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000019.txt,71392,737,1690,-0.3926658424422473,20.5385500575374,31759,0.4448537651277454,780,1242,8.393361529066059,0.010323285522187359,0.023672120125504258,0.010925593904078889,0.017396907216494846,0.00018810406850017144
11860,BETHLEHEM STEEL CORP /DE/,200005,2000-05-03,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000022.txt,1541,19,29,-0.20833332899305565,7.1013824884792625,612,0.3971447112264763,12,9,2.999410879882296,0.012329656067488644,0.01881894873458793,0.007787151200519144,0.005840363400389357,1.3630729601461698e-06
11860,BETHLEHEM STEEL CORP /DE/,200006,2000-06-28,10-K/A,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000025.txt,2500,20,16,0.11111110802469146,19.37984496124031,1057,0.4228,35,16,7.921057984496123,0.008,0.0064,0.014,0.0064,2.4232408180376354e-06
11860,BETHLEHEM STEEL CORP /DE/,200007,2000-07-26,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000028.txt,1877,37,30,0.10447761038093119,9.931216931216932,763,0.4064997336174747,18,9,4.135086665933763,0.019712306872669155,0.015982951518380393,0.009589770911028236,0.004794885455514118,1.3630729601461698e-06
11860,BETHLEHEM STEEL CORP /DE/,200010,2000-10-25,10-Q,https://www.sec.gov/Archives/edgar/data/11860/0000011860-00-000038.txt,1995,27,68,-0.4315789428254848,8.636363636363637,820,0.41102756892230574,20,11,3.618956482114377,0.013533834586466165,0.034085213032581455,0.010025062656641603,0.005513784461152882,1.6659780624008743e-06
12239,SPHERIX INC,200704,2007-04-02,10-K,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-024804.txt,16505,194,253,-0.1319910511588567,15.48311444652908,6551,0.39691002726446534,261,146,6.352009789517418,0.01175401393517116,0.015328688276279916,0.015813389881853983,0.00884580430172675,2.2112072464593422e-05
12239,SPHERIX INC,200705,2007-05-16,NT 10-Q,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-040463.txt,582,2,6,-0.4999999375000079,29.1,158,0.27147766323024053,8,3,11.748591065292096,0.003436426116838488,0.010309278350515464,0.013745704467353952,0.005154639175257732,4.543576533820566e-07
12239,SPHERIX INC,200705,2007-05-18,10-Q,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-041441.txt,3365,24,66,-0.46666666148148156,17.256410256410255,1320,0.3922734026745914,66,25,7.059473463633939,0.00713224368499257,0.01961367013372957,0.01961367013372957,0.007429420505200594,3.786313778183805e-06
12239,SPHERIX INC,200705,2007-05-23,10-K/A,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-042333.txt,16489,195,254,-0.1314031177474318,15.395891690009337,6557,0.3976590454242222,261,145,6.317420294173424,0.011826065862089879,0.015404208866517072,0.015828734307720298,0.008793741282066832,2.196061991346607e-05
12239,SPHERIX INC,200708,2007-08-14,10-Q,https://www.sec.gov/Archives/edgar/data/12239/0001104659-07-062470.txt,4629,34,117,-0.5496688705319942,16.356890459363957,1841,0.3977100885720458,74,39,6.701840219174402,0.0073449989198531,0.025275437459494492,0.015986174119680275,0.008425145819831496,5.906649493966736e-06
